MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY,DIVERTED,CANCELLED
1,12,1,DL,ATL,FNT,2045,122.0,88.0,645,2244,120.0,0,0
1,12,1,EV,IAH,LFT,1544,3.0,36.0,201,1640,11.0,0,0
1,12,1,DL,ATL,LGA,600,-1.0,97.0,762,759,13.0,0,0
1,12,1,MQ,DFW,LBB,955,,,282,1101,,0,1
1,12,1,AA,LAX,MIA,1250,-4.0,240.0,2342,2032,-6.0,0,0
1,12,1,AS,LAX,SEA,1040,-1.0,147.0,954,1320,12.0,0,0
1,12,1,MQ,DFW,GRK,1825,20.0,37.0,134,1911,31.0,0,0
1,12,1,AA,DFW,AUS,2010,6.0,42.0,190,2108,11.0,0,0
1,12,1,DL,MSP,DLH,2155,-4.0,27.0,144,2258,-28.0,0,0
1,12,1,AA,DFW,SJC,1020,13.0,197.0,1438,1209,1.0,0,0
1,12,1,OO,DEN,MAF,1410,19.0,77.0,563,1650,26.0,0,0
1,12,1,EV,ATL,LEX,815,-3.0,46.0,304,928,0.0,0,0
1,12,1,UA,SFO,LAX,830,55.0,54.0,337,1000,66.0,0,0
1,12,1,OO,DFW,IAH,1126,46.0,46.0,224,1233,50.0,0,0
1,12,1,AA,DFW,DEN,1555,-4.0,93.0,641,1658,-14.0,0,0
1,12,1,DL,SFO,MSP,624,-5.0,194.0,1589,1210,-16.0,0,0
1,12,1,DL,ATL,MKE,2210,85.0,89.0,669,2313,85.0,0,0
1,12,1,US,PHX,CMH,1700,13.0,196.0,1670,2235,9.0,0,0
1,12,1,US,LAX,CLT,1145,-3.0,245.0,2125,1915,18.0,0,0
1,12,1,OO,PHX,SBP,1450,-6.0,85.0,509,1533,4.0,0,0
1,12,1,AA,LAS,LAX,720,-5.0,41.0,236,832,-14.0,0,0
1,12,1,AA,DFW,DTW,2105,56.0,119.0,986,34,48.0,0,0
1,12,1,UA,SFO,ORD,1401,172.0,213.0,1846,2020,154.0,0,0
1,12,1,OO,DEN,CID,955,17.0,86.0,692,1251,31.0,0,0
1,12,1,MQ,DFW,AEX,1645,20.0,43.0,285,1753,11.0,0,0
1,12,1,US,PHX,CLT,1310,-3.0,210.0,1773,1903,-6.0,0,0
1,12,1,UA,ORD,PHL,1820,84.0,84.0,678,2119,71.0,0,0
1,12,1,EV,ORD,ELM,1336,33.0,70.0,566,1614,27.0,0,0
1,12,1,OO,DEN,PUB,800,69.0,32.0,109,848,87.0,0,0
1,12,1,DL,PHX,MSP,800,-6.0,154.0,1276,1209,-9.0,0,0
1,12,1,MQ,DFW,JAN,1000,69.0,60.0,408,1117,72.0,0,0
1,12,1,EV,ATL,HPN,731,-3.0,108.0,780,940,-2.0,0,0
1,12,1,WN,LAS,MDW,1740,-6.0,183.0,1521,2300,-8.0,0,0
1,12,1,EV,ORD,PIA,1310,-2.0,29.0,130,1407,-7.0,0,0
1,13,2,AS,LAS,SEA,1050,-7.0,132.0,867,1324,1.0,0,0
1,13,2,UA,ORD,IAH,1358,10.0,129.0,925,1647,-2.0,0,0
1,13,2,WN,LAX,MKE,1005,30.0,217.0,1756,1600,24.0,0,0
1,13,2,WN,ATL,DTW,1545,0.0,86.0,594,1750,5.0,0,0
1,13,2,F9,DEN,CLE,1043,-9.0,153.0,1201,1530,4.0,0,0
1,13,2,OO,DEN,ASE,1730,78.0,26.0,125,1815,88.0,0,0
1,13,2,DL,MSP,DTW,824,34.0,75.0,528,1114,30.0,0,0
1,13,2,AA,DFW,PHX,1345,-3.0,143.0,868,1527,3.0,0,0
1,13,2,WN,LAS,ONT,1410,-1.0,35.0,197,1505,-7.0,0,0
1,13,2,VX,LAX,SEA,1735,-9.0,135.0,954,2015,-20.0,0,0
1,13,2,EV,IAH,SHV,1535,-7.0,35.0,192,1635,-8.0,0,0
1,13,2,US,MSP,PHX,1435,-6.0,178.0,1276,1658,-13.0,0,0
1,13,2,EV,IAH,CAE,1343,-3.0,113.0,878,1655,-2.0,0,0
1,13,2,WN,SFO,PHX,2155,-3.0,84.0,651,45,-19.0,0,0
1,13,2,DL,LAS,ATL,2330,-7.0,184.0,1747,611,-21.0,0,0
1,13,2,AA,DFW,SNA,855,-4.0,186.0,1205,1014,7.0,0,0
1,13,2,DL,MSP,SEA,1120,24.0,180.0,1399,1308,-7.0,0,0
1,13,2,US,LAS,DCA,1330,-7.0,235.0,2089,2049,-10.0,0,0
1,13,2,B6,SFO,BOS,800,-5.0,316.0,2704,1629,7.0,0,0
1,13,2,MQ,ORD,FSD,1525,48.0,74.0,462,1709,40.0,0,0
1,13,2,OO,SFO,STL,1610,151.0,222.0,1735,2158,169.0,0,0
1,13,2,DL,ATL,DSM,1005,-2.0,102.0,743,1125,-1.0,0,0
1,13,2,NK,DFW,LAS,2310,-6.0,157.0,1055,6,-8.0,0,0
1,13,2,AA,DFW,SNA,1130,19.0,179.0,1205,1250,22.0,0,0
1,13,2,MQ,ORD,HPN,645,0.0,100.0,738,953,-8.0,0,0
1,13,2,OO,LAX,SAT,1242,1.0,139.0,1211,1731,-2.0,0,0
1,13,2,OO,SFO,MMH,1536,-2.0,44.0,193,1641,-7.0,0,0
1,13,2,NK,IAH,ATL,1213,-9.0,88.0,689,1506,-16.0,0,0
1,13,2,OO,LAX,OAK,925,101.0,56.0,337,1050,102.0,0,0
1,13,2,AA,LAS,LAX,1555,-5.0,45.0,236,1702,0.0,0,0
1,13,2,EV,IAH,TUL,1430,-4.0,61.0,429,1600,-17.0,0,0
1,13,2,AA,DFW,EGE,1653,9.0,110.0,721,1808,2.0,0,0
1,13,2,WN,DEN,SNA,1845,2.0,117.0,846,2010,-2.0,0,0
1,13,2,AA,PHX,DFW,1029,42.0,108.0,868,1343,64.0,0,0
1,13,2,AA,DFW,SAT,1620,119.0,49.0,247,1727,119.0,0,0
1,13,2,OO,SFO,ABQ,1052,78.0,110.0,896,1411,83.0,0,0
1,13,2,VX,LAX,SFO,1825,-11.0,53.0,337,1945,-14.0,0,0
1,13,2,UA,LAS,EWR,715,-8.0,264.0,2227,1508,-17.0,0,0
1,13,2,UA,IAH,MSY,1500,-9.0,45.0,305,1607,-6.0,0,0
1,13,2,US,ORD,PHL,1205,-6.0,94.0,678,1503,17.0,0,0
1,13,2,DL,MSP,SNA,1435,-2.0,199.0,1522,1630,-17.0,0,0
1,13,2,F9,DEN,STL,2035,4.0,97.0,770,2328,23.0,0,0
1,13,2,UA,ATL,EWR,630,-6.0,92.0,746,841,-24.0,0,0
1,13,2,DL,ATL,ROC,2050,9.0,92.0,749,2258,7.0,0,0
1,13,2,EV,IAH,LFT,1748,-1.0,33.0,201,1843,-5.0,0,0
1,13,2,AA,DFW,PIT,1350,-4.0,127.0,1067,1722,-11.0,0,0
1,13,2,WN,DEN,MSP,1005,16.0,85.0,680,1300,3.0,0,0
1,13,2,MQ,DFW,GPT,1700,-2.0,66.0,500,1829,-3.0,0,0
1,13,2,DL,ATL,LAX,834,-1.0,274.0,1947,1040,10.0,0,0
1,13,2,DL,MSP,SEA,1950,-1.0,190.0,1399,2137,0.0,0,0
1,13,2,OO,LAX,FAT,945,8.0,40.0,209,1041,9.0,0,0
1,13,2,UA,SFO,PHL,2230,-6.0,300.0,2521,649,-1.0,0,0
1,13,2,DL,ATL,MSN,1506,-2.0,92.0,707,1614,-12.0,0,0
1,13,2,US,PHX,LAX,835,-3.0,66.0,370,905,28.0,0,0
1,13,2,EV,IAH,JAX,1304,9.0,97.0,817,1609,5.0,0,0
1,13,2,WN,MSP,MDW,1645,12.0,64.0,349,1820,-2.0,0,0
1,13,2,EV,ATL,JAN,810,-5.0,55.0,341,834,-11.0,0,0
1,13,2,WN,PHX,SNA,2045,5.0,63.0,338,2100,18.0,0,0
1,13,2,AA,DFW,LGA,1605,-3.0,164.0,1389,2014,-9.0,0,0
1,13,2,DL,ATL,CLT,1355,0.0,41.0,226,1505,4.0,0,0
1,13,2,EV,IAH,OMA,900,16.0,107.0,781,1117,19.0,0,0
1,13,2,EV,IAH,LRD,1804,-7.0,59.0,301,1918,-5.0,0,0
1,13,2,AA,ORD,LGA,1225,-2.0,97.0,733,1524,7.0,0,0
1,13,2,DL,ATL,DAY,930,-1.0,59.0,432,1106,-4.0,0,0
1,13,2,AA,PHX,MIA,131,-9.0,204.0,1972,726,12.0,0,0
1,13,2,OO,SFO,BOI,653,-5.0,91.0,522,938,-1.0,0,0
1,13,2,AA,DFW,SMF,2140,-5.0,186.0,1431,2331,-28.0,0,0
1,13,2,OO,DEN,MKE,955,11.0,122.0,896,1319,7.0,0,0
1,13,2,AA,DFW,DEN,1300,-3.0,91.0,641,1406,-13.0,0,0
1,13,2,NK,DFW,MCO,1515,-6.0,128.0,985,1841,-4.0,0,0
1,13,2,WN,MSP,DEN,1430,27.0,102.0,680,1545,11.0,0,0
1,13,2,MQ,DFW,ROW,2045,63.0,101.0,435,2113,93.0,0,0
1,13,2,AA,DFW,SFO,1025,34.0,195.0,1464,1220,28.0,0,0
1,13,2,AA,DEN,ORD,1817,-9.0,115.0,888,2135,13.0,0,0
1,13,2,MQ,ORD,CLE,1545,54.0,51.0,315,1759,54.0,0,0
1,13,2,OO,SFO,BUR,1229,4.0,51.0,326,1341,1.0,0,0
1,13,2,DL,ATL,CAK,1215,-1.0,65.0,528,1352,-3.0,0,0
1,13,2,B6,DFW,BOS,1110,5.0,184.0,1562,1536,7.0,0,0
1,13,2,UA,IAH,MIA,1310,26.0,105.0,964,1625,12.0,0,0
1,13,2,AA,DFW,STL,1230,-4.0,77.0,550,1404,-7.0,0,0
1,13,2,UA,ORD,CLE,1813,32.0,50.0,315,2033,21.0,0,0
1,13,2,MQ,DFW,LFT,2045,4.0,54.0,351,2159,14.0,0,0
1,13,2,EV,ORD,PIA,845,-8.0,27.0,130,942,-5.0,0,0
1,13,2,EV,IAH,SAV,1305,-9.0,109.0,851,1615,-3.0,0,0
1,13,2,DL,ATL,TPA,1935,24.0,61.0,406,2101,18.0,0,0
1,13,2,WN,PHX,ATL,1425,2.0,176.0,1587,1955,-11.0,0,0
1,13,2,MQ,DFW,PNS,740,-1.0,82.0,604,920,5.0,0,0
1,13,2,EV,ATL,BMI,1020,1.0,73.0,533,1102,9.0,0,0
1,13,2,WN,MSP,MDW,600,-5.0,66.0,349,735,-17.0,0,0
1,13,2,AS,SFO,SEA,700,-10.0,104.0,679,900,-1.0,0,0
1,13,2,AA,ORD,RDU,2110,-4.0,92.0,646,2355,0.0,0,0
1,13,2,UA,DEN,IAH,1554,7.0,106.0,862,1909,-3.0,0,0
1,13,2,WN,LAX,STL,1340,-2.0,189.0,1592,1910,-10.0,0,0
1,13,2,F9,DEN,MSP,2048,-7.0,95.0,680,2339,8.0,0,0
1,13,2,OO,ORD,DFW,1244,5.0,119.0,802,1520,-5.0,0,0
1,13,2,US,SFO,CLT,720,-7.0,279.0,2296,1510,7.0,0,0
1,13,2,DL,ATL,DFW,1215,-2.0,127.0,731,1350,11.0,0,0
1,13,2,AA,DFW,FLL,2040,-6.0,123.0,1119,15,-18.0,0,0
1,13,2,OO,DEN,BOI,1510,-7.0,99.0,649,1715,-7.0,0,0
1,13,2,OO,LAX,SMF,2031,-4.0,67.0,373,2155,-2.0,0,0
1,13,2,MQ,ORD,TOL,1115,72.0,35.0,213,1306,87.0,0,0
1,13,2,UA,DEN,IAH,600,-6.0,109.0,862,927,-17.0,0,0
1,13,2,WN,LAX,DEN,1530,-5.0,113.0,862,1845,-14.0,0,0
1,13,2,UA,IAH,IAD,1150,-7.0,141.0,1190,1542,-12.0,0,0
1,13,2,UA,DEN,IAH,1941,3.0,107.0,862,2259,29.0,0,0
1,13,2,NK,ORD,LAX,725,-3.0,229.0,1744,1002,-7.0,0,0
1,13,2,EV,IAH,BNA,848,-1.0,85.0,657,1040,-9.0,0,0
1,13,2,AA,DFW,BWI,940,5.0,148.0,1217,1324,8.0,0,0
1,13,2,MQ,ORD,FNT,2125,70.0,36.0,223,2322,92.0,0,0
1,13,2,EV,IAH,GPT,1710,-3.0,50.0,376,1824,-7.0,0,0
1,13,2,OO,PHX,LAX,736,-3.0,68.0,370,800,11.0,0,0
1,13,2,UA,SFO,EWR,804,2.0,320.0,2565,1634,23.0,0,0
1,13,2,DL,ATL,IND,1625,-1.0,60.0,432,1800,-12.0,0,0
1,13,2,DL,ATL,PWM,2040,-4.0,117.0,1027,2305,-12.0,0,0
1,13,2,WN,LAX,DEN,600,-1.0,124.0,862,925,6.0,0,0
1,13,2,F9,ORD,MCO,1610,1.0,136.0,1005,1945,45.0,0,0
1,13,2,AA,DFW,LAS,2240,-6.0,155.0,1055,2336,-10.0,0,0
1,13,2,WN,PHX,SLC,935,-2.0,72.0,507,1115,-18.0,0,0
1,13,2,AA,DFW,MSY,825,-2.0,59.0,447,945,-6.0,0,0
1,13,2,WN,DEN,ATL,1505,25.0,146.0,1199,1950,26.0,0,0
1,13,2,UA,SFO,IAH,1240,6.0,183.0,1635,1817,1.0,0,0
1,13,2,OO,DEN,PUB,1551,19.0,28.0,109,1639,26.0,0,0
1,13,2,DL,LAX,JFK,1140,55.0,283.0,2475,2000,53.0,0,0
1,13,2,UA,ORD,BOS,1315,1.0,107.0,867,1632,11.0,0,0
1,13,2,MQ,ORD,XNA,1500,28.0,77.0,522,1644,18.0,0,0
1,13,2,WN,LAX,ABQ,1110,3.0,81.0,677,1350,8.0,0,0
1,13,2,US,PHX,DFW,954,-4.0,110.0,868,1320,18.0,0,0
1,13,2,VX,SFO,DAL,720,-4.0,178.0,1476,1235,-7.0,0,0
1,13,2,UA,LAS,SFO,1439,12.0,65.0,414,1617,0.0,0,0
1,13,2,EV,ORD,LIT,1635,-2.0,83.0,552,1831,-15.0,0,0
1,13,2,EV,ATL,XNA,1643,-2.0,95.0,589,1743,7.0,0,0
1,13,2,OO,DEN,ONT,1845,2.0,112.0,819,2007,14.0,0,0
1,13,2,WN,LAS,SMF,1830,0.0,66.0,397,2000,-10.0,0,0
1,13,2,MQ,DFW,ACT,1050,22.0,30.0,89,1129,29.0,0,0
1,13,2,DL,MSP,DFW,700,-7.0,124.0,852,947,-3.0,0,0
1,13,2,OO,DEN,DAY,1000,5.0,129.0,1085,1440,17.0,0,0
1,13,2,DL,MSP,LGA,1501,-3.0,128.0,1020,1843,-16.0,0,0
1,13,2,UA,IAH,OKC,1739,75.0,61.0,395,1905,64.0,0,0
1,13,2,MQ,ORD,FSD,925,30.0,70.0,462,1110,87.0,0,0
1,13,2,MQ,ORD,AZO,910,42.0,23.0,122,1056,84.0,0,0
1,13,2,EV,ORD,TYS,1816,26.0,75.0,475,2050,38.0,0,0
1,13,2,MQ,DFW,MSN,1440,9.0,107.0,821,1651,-1.0,0,0
1,13,2,US,IAH,PHX,1445,-3.0,146.0,1009,1640,-8.0,0,0
1,14,3,UA,IAH,SLC,1430,-4.0,175.0,1195,1652,-14.0,0,0
1,14,3,DL,ATL,MDW,1619,-7.0,86.0,591,1718,-10.0,0,0
1,14,3,US,IAH,CLT,1015,-7.0,108.0,912,1335,-17.0,0,0
1,14,3,DL,MSP,ATL,905,0.0,112.0,907,1241,-11.0,0,0
1,14,3,NK,ORD,BWI,2104,161.0,82.0,622,2349,156.0,0,0
1,14,3,F9,ORD,IAD,1250,24.0,83.0,589,1540,33.0,0,0
1,14,3,AA,DFW,AUS,1910,-4.0,47.0,190,2008,9.0,0,0
1,14,3,NK,DFW,MCO,1515,-4.0,120.0,985,1841,-9.0,0,0
1,14,3,EV,ATL,SGF,905,-3.0,88.0,563,1002,-12.0,0,0
1,14,3,WN,DEN,LAX,1415,0.0,113.0,862,1545,-21.0,0,0
1,14,3,OO,LAX,SJC,1440,-1.0,52.0,308,1557,-9.0,0,0
1,14,3,AA,ORD,SEA,2050,-1.0,235.0,1721,2325,-15.0,0,0
1,14,3,OO,SFO,AUS,1504,-1.0,194.0,1504,2032,12.0,0,0
1,14,3,UA,SFO,LAX,603,-3.0,56.0,337,738,2.0,0,0
1,14,3,F9,PHX,CVG,15,-7.0,171.0,1569,540,-20.0,0,0
1,14,3,MQ,ORD,CVG,1615,87.0,47.0,265,1824,85.0,0,0
1,14,3,WN,DEN,PHL,945,-1.0,187.0,1558,1510,-1.0,0,0
1,14,3,DL,ATL,MCI,1610,0.0,109.0,692,1726,-11.0,0,0
1,14,3,DL,ATL,HNL,1050,-4.0,566.0,4502,1604,-25.0,0,0
1,14,3,OO,MSP,SBN,1948,-8.0,55.0,411,2220,-14.0,0,0
1,14,3,DL,ATL,MDW,1855,-1.0,92.0,591,1955,-11.0,0,0
1,14,3,WN,SFO,LAS,1215,-4.0,73.0,414,1345,-6.0,0,0
1,14,3,DL,ATL,EVV,2101,-1.0,55.0,350,2123,-4.0,0,0
1,14,3,OO,DEN,TUS,1855,60.0,87.0,639,2056,48.0,0,0
1,14,3,WN,LAX,SJC,2135,9.0,47.0,308,2245,-3.0,0,0
1,14,3,DL,ATL,CMH,2200,-1.0,63.0,447,2331,-11.0,0,0
1,14,3,UA,ORD,DCA,1401,2.0,86.0,612,1654,-8.0,0,0
1,14,3,OO,MSP,ABR,2154,-6.0,44.0,257,2319,-29.0,0,0
1,14,3,AA,DFW,SJC,1250,-2.0,190.0,1438,1442,-32.0,0,0
1,14,3,EV,ATL,CAE,2250,-10.0,39.0,192,2345,-11.0,0,0
1,14,3,WN,DEN,MDW,1750,2.0,112.0,895,2110,-9.0,0,0
1,14,3,AA,DFW,CLT,625,-6.0,113.0,936,943,-15.0,0,0
1,14,3,DL,ATL,MCO,1655,-3.0,59.0,404,1823,-9.0,0,0
1,14,3,AA,DFW,DEN,845,-6.0,96.0,641,951,-18.0,0,0
1,14,3,US,DEN,PHX,805,-5.0,88.0,602,1020,-15.0,0,0
1,14,3,EV,IAH,MCI,1538,0.0,94.0,643,1741,-1.0,0,0
1,14,3,AA,ORD,DCA,1515,0.0,84.0,612,1802,8.0,0,0
1,14,3,EV,ORD,CAK,1934,-5.0,48.0,343,2155,-21.0,0,0
1,14,3,AA,DFW,SAT,805,-5.0,55.0,247,913,3.0,0,0
1,14,3,UA,SFO,SNA,2003,0.0,62.0,372,2128,-3.0,0,0
1,14,3,US,PHX,MCI,955,-7.0,123.0,1044,1335,-12.0,0,0
1,14,3,WN,MSP,DEN,1915,10.0,95.0,680,2030,-11.0,0,0
1,14,3,DL,ATL,ORD,1210,55.0,93.0,606,1316,43.0,0,0
1,14,3,DL,ATL,SJU,1630,-2.0,178.0,1547,2100,-11.0,0,0
1,14,3,MQ,DFW,SGF,1130,22.0,51.0,364,1245,20.0,0,0
1,14,3,AA,DEN,DFW,1739,11.0,88.0,641,2035,3.0,0,0
1,14,3,AA,LAX,MCO,2215,0.0,237.0,2218,544,-10.0,0,0
1,14,3,F9,DEN,LAS,1835,9.0,80.0,628,1927,-4.0,0,0
1,14,3,WN,SFO,SAN,1935,13.0,70.0,447,2100,11.0,0,0
1,14,3,DL,MSP,BOS,1930,-3.0,139.0,1124,2317,-8.0,0,0
1,14,3,AA,LAS,MIA,45,-4.0,233.0,2174,809,-9.0,0,0
1,14,3,EV,ORD,BHM,1455,-5.0,84.0,584,1646,-18.0,0,0
1,14,3,UA,DEN,IAD,1729,-3.0,168.0,1452,2236,5.0,0,0
1,14,3,AA,DFW,MIA,1530,86.0,124.0,1121,1917,71.0,0,0
1,14,3,NK,LAX,FLL,2100,0.0,248.0,2342,441,-17.0,0,0
1,14,3,UA,SFO,KOA,905,8.0,306.0,2367,1241,1.0,0,0
1,14,3,EV,DEN,GUC,1106,13.0,28.0,152,1207,-5.0,0,0
1,14,3,UA,ORD,DCA,600,-3.0,82.0,612,851,-3.0,0,0
1,14,3,UA,DEN,IAD,1110,-1.0,169.0,1452,1628,-17.0,0,0
1,14,3,DL,LAX,SLC,1025,-6.0,91.0,590,1315,2.0,0,0
1,14,3,NK,LAS,PDX,1600,-9.0,111.0,763,1823,-23.0,0,0
1,14,3,F9,DEN,LAS,2120,-6.0,81.0,628,2210,-17.0,0,0
1,14,3,US,LAS,CLT,59,0.0,212.0,1916,802,-26.0,0,0
1,14,3,EV,ORD,DAY,841,-8.0,43.0,240,1054,-20.0,0,0
1,14,3,DL,ATL,TRI,1515,-2.0,42.0,227,1619,-3.0,0,0
1,14,3,DL,ATL,CLE,1930,26.0,79.0,554,2120,13.0,0,0
1,14,3,UA,ORD,EWR,653,-8.0,97.0,719,959,-18.0,0,0
1,14,3,MQ,ORD,TUL,1450,21.0,91.0,585,1647,15.0,0,0
1,14,3,EV,ORD,MCI,830,7.0,61.0,403,1007,-10.0,0,0
1,14,3,US,MSP,PHX,1120,-4.0,164.0,1276,1350,-5.0,0,0
1,14,3,UA,SFO,EWR,1205,0.0,290.0,2565,2029,2.0,0,0
1,14,3,UA,IAH,PHL,744,-5.0,158.0,1325,1201,-25.0,0,0
1,14,3,DL,ATL,BWI,1350,26.0,80.0,577,1539,15.0,0,0
1,14,3,WN,ATL,LGA,1355,-5.0,97.0,762,1605,2.0,0,0
1,14,3,WN,LAX,OAK,1305,-7.0,52.0,337,1420,-16.0,0,0
1,14,3,WN,DEN,OAK,1200,124.0,129.0,957,1345,106.0,0,0
1,14,3,DL,MSP,IND,1307,-7.0,64.0,503,1550,-26.0,0,0
1,14,3,OO,LAX,SJC,820,-6.0,48.0,308,943,-13.0,0,0
1,14,3,OO,LAX,ASE,1833,-6.0,104.0,737,2137,-7.0,0,0
1,14,3,AA,LAS,DFW,907,-9.0,129.0,1055,1350,-12.0,0,0
1,14,3,DL,MSP,ORD,1506,-2.0,55.0,334,1639,-15.0,0,0
1,14,3,DL,ATL,FAY,1912,14.0,48.0,331,2029,20.0,0,0
1,14,3,WN,LAS,SEA,1440,-4.0,128.0,867,1720,-25.0,0,0
1,14,3,AA,ORD,LGA,1225,10.0,97.0,733,1524,9.0,0,0
1,14,3,MQ,ORD,IND,1400,-3.0,33.0,177,1556,-16.0,0,0
1,14,3,NK,PHX,ORD,125,-16.0,165.0,1440,549,-3.0,0,0
1,14,3,OO,DEN,BUR,1110,7.0,118.0,850,1246,-11.0,0,0
1,14,3,AS,DEN,SEA,800,-13.0,148.0,1024,1005,-17.0,0,0
1,14,3,AA,LAS,DFW,1213,-1.0,128.0,1055,1650,-5.0,0,0
1,14,3,WN,LAS,SMF,820,-1.0,66.0,397,950,2.0,0,0
1,14,3,MQ,DFW,TYR,940,32.0,24.0,102,1023,37.0,0,0
1,14,3,MQ,ORD,TYS,950,5.0,63.0,475,1222,18.0,0,0
1,14,3,OO,PHX,MRY,2100,-7.0,88.0,598,2156,-18.0,0,0
1,14,3,UA,PHX,SFO,801,-3.0,99.0,651,914,-24.0,0,0
1,14,3,MQ,ATL,LGA,1011,-3.0,99.0,762,1226,-12.0,0,0
1,14,3,UA,SFO,EWR,1100,-2.0,292.0,2565,1929,-11.0,0,0
1,14,3,DL,ATL,XNA,2048,-2.0,89.0,589,2146,-5.0,0,0
1,14,3,US,DEN,PHL,1345,-10.0,184.0,1558,1910,-12.0,0,0
1,14,3,UA,ORD,PHL,802,-3.0,87.0,678,1110,-17.0,0,0
1,14,3,WN,ATL,MSP,850,-4.0,141.0,907,1040,-18.0,0,0
1,14,3,OO,IAH,ELP,1438,-4.0,118.0,667,1541,11.0,0,0
1,14,3,OO,MSP,ISN,1115,-3.0,88.0,546,1315,-12.0,0,0
1,14,3,DL,PHX,ATL,830,-4.0,171.0,1587,1401,-27.0,0,0
1,14,3,US,PHX,DEN,1555,9.0,86.0,602,1739,17.0,0,0
1,14,3,AA,DFW,CLE,1845,10.0,125.0,1021,2219,-1.0,0,0
1,14,3,AA,ORD,LAS,1555,-4.0,208.0,1514,1752,-8.0,0,0
1,14,3,AA,DFW,SAT,1520,-4.0,53.0,247,1629,0.0,0,0
1,14,3,OO,MSP,BIS,1515,0.0,70.0,386,1646,0.0,0,0
1,14,3,OO,MSP,ICT,1425,-2.0,82.0,545,1623,-9.0,0,0
1,14,3,WN,ATL,JAX,1505,-5.0,44.0,270,1620,-16.0,0,0
1,14,3,AA,SFO,DFW,1615,-12.0,170.0,1464,2133,-16.0,0,0
1,14,3,EV,IAH,CLT,745,9.0,111.0,912,1105,6.0,0,0
1,14,3,OO,LAX,SBA,1534,0.0,19.0,89,1621,-13.0,0,0
1,14,3,NK,DFW,RSW,815,0.0,115.0,1017,1143,-17.0,0,0
1,14,3,MQ,DFW,TXK,2155,-4.0,30.0,181,2243,-4.0,0,0
1,14,3,AA,ORD,LAX,1130,-4.0,224.0,1744,1401,-30.0,0,0
1,14,3,WN,ATL,PHL,1030,-7.0,85.0,666,1235,-25.0,0,0
1,14,3,AA,DFW,SMF,1725,45.0,195.0,1431,1918,27.0,0,0
1,14,3,AA,IAH,MIA,1935,-11.0,113.0,964,2255,0.0,0,0
1,14,3,UA,ORD,TPA,930,0.0,130.0,1012,1306,-3.0,0,0
1,14,3,OO,PHX,PSP,1435,-10.0,46.0,261,1441,-6.0,0,0
1,14,3,US,PHX,DFW,954,11.0,98.0,868,1320,22.0,0,0
1,14,3,DL,ATL,SNA,1641,18.0,255.0,1919,1840,-7.0,0,0
1,14,3,OO,DEN,MOT,1005,-15.0,90.0,604,1306,-28.0,0,0
1,14,3,DL,MSP,LGA,1501,-1.0,133.0,1020,1843,-12.0,0,0
1,14,3,EV,MSP,MDW,1517,-4.0,68.0,349,1652,-7.0,0,0
1,14,3,UA,IAH,MSY,1707,-3.0,44.0,305,1817,-5.0,0,0
1,14,3,DL,ATL,DTW,1355,14.0,86.0,594,1553,6.0,0,0
1,14,3,DL,MSP,ATL,1315,32.0,112.0,907,1645,15.0,0,0
1,14,3,AA,DFW,ABQ,2120,13.0,90.0,569,2212,7.0,0,0
1,14,3,UA,IAH,LGA,1645,-2.0,165.0,1416,2105,-17.0,0,0
1,14,3,WN,LAX,HOU,1725,13.0,153.0,1390,2225,-4.0,0,0
1,14,3,NK,MSP,RSW,1120,-6.0,165.0,1416,1544,-29.0,0,0
1,14,3,MQ,DFW,AEX,910,-6.0,43.0,285,1013,-5.0,0,0
1,14,3,AA,ORD,SNA,1345,41.0,228.0,1726,1608,30.0,0,0
1,14,3,OO,LAX,OAK,1735,-5.0,53.0,337,1900,-13.0,0,0
1,14,3,DL,DFW,ATL,1700,-4.0,95.0,731,2006,-10.0,0,0
1,14,3,AA,DFW,PDX,1750,-3.0,217.0,1616,2008,-23.0,0,0
1,14,3,EV,MSP,MDW,700,-1.0,65.0,349,844,8.0,0,0
1,14,3,MQ,DFW,FSM,2120,0.0,34.0,227,2215,8.0,0,0
1,14,3,EV,DFW,BRO,1705,54.0,,482,1835,,1,0
1,14,3,OO,MSP,FSD,1342,-3.0,38.0,196,1449,-6.0,0,0
1,14,3,OO,SFO,BFL,1108,81.0,53.0,238,1225,80.0,0,0
1,14,3,DL,ATL,TPA,1130,25.0,62.0,406,1257,24.0,0,0
1,14,3,F9,DFW,DEN,605,-7.0,95.0,641,707,-12.0,0,0
1,14,3,AA,ORD,TPA,720,-5.0,126.0,1012,1054,-18.0,0,0
1,14,3,AA,DFW,STL,820,-7.0,75.0,550,957,-8.0,0,0
1,14,3,OO,DFW,ORD,2103,-12.0,104.0,802,2315,-20.0,0,0
1,14,3,AA,LAX,SFO,1840,-8.0,55.0,337,2002,-1.0,0,0
1,14,3,OO,DEN,GJT,757,-5.0,34.0,212,857,-2.0,0,0
1,14,3,NK,DFW,BWI,1346,31.0,140.0,1217,1728,28.0,0,0
1,14,3,WN,ATL,HOU,855,,,696,1020,,0,1
1,14,3,UA,DEN,IAH,1941,1.0,103.0,862,2259,-13.0,0,0
1,14,3,AA,ORD,STL,2020,94.0,42.0,258,2128,87.0,0,0
